ID,MONTHS_BALANCE,STATUS
5002083,-7,X
5002083,-8,C
5002083,-9,0
5002083,-10,C
5002083,-11,C
5002083,-12,X
5002084,0,X
5002084,-1,C
5002084,-2,C
5002084,-3,C
5002084,-4,C
5002084,-5,X
5002084,-6,0
5002084,-7,X
5002084,-8,X
5002084,-9,X
5002084,-10,C
5002084,-11,0
5002084,-12,C
5002084,-13,C
5002084,-14,0
5002084,-15,0
5002084,-16,0
5002084,-17,X
5002084,-18,1
5002084,-19,X
5002085,0,C
5002085,-1,C
5002085,-2,C
5002085,-3,X
5002085,-4,C
5002085,-5,C
5002085,-6,X
5002085,-7,0
5002085,-8,C
5002085,-9,C
5002085,-10,C
5002085,-11,C
5002085,-12,C
5002085,-13,C
5002085,-14,C
5002085,-15,C
5002085,-16,C
5002085,-17,C
5002085,-18,C
5002085,-19,C
5002086,0,C
5002086,-1,C
5002086,-2,C
5002086,-3,C
5002086,-4,C
5002086,-5,C
5002086,-6,C
5002086,-7,X
5002086,-8,X
5002086,-9,C
5002086,-10,0
5002086,-11,C
5002086,-12,1
5002086,-13,0
5002086,-14,C
5002086,-15,C
5002086,-16,X
5002086,-17,0
5002086,-18,0
5002086,-19,X
5002086,-20,0
5002086,-21,C
5002086,-22,0
5002087,0,X
5002087,-1,C
5002087,-2,C
5002087,-3,0
5002087,-4,0
5002087,-5,C
5002087,-6,C
5002087,-7,C
5002087,-8,0
5002087,-9,C
5002087,-10,C
5002087,-11,0
5002087,-12,0
5002087,-13,1
5002087,-14,C
5002087,-15,0
5002087,-16,1
5002087,-17,0
5002087,-18,1
5002087,-19,C
5002087,-20,C
5002087,-21,C
5002087,-22,X
5002088,0,C
5002088,-1,C
5002088,-2,C
5002088,-3,0
5002088,-4,C
5002088,-5,0
5002088,-6,X
5002088,-7,C
5002088,-8,X
5002088,-9,C
5002088,-10,1
5002088,-11,0
5002088,-12,C
5002088,-13,C
5002088,-14,C
5002089,0,1
5002089,-1,C
5002089,-2,C
5002089,-3,C
5002089,-4,X
5002089,-5,1
5002089,-6,0
5002089,-7,C
5002089,-8,0
5002089,-9,C
5002089,-10,C
5002089,-11,C
5002089,-12,X
5002089,-13,C
5002090,0,0
5002090,-1,C
5002090,-2,C
5002090,-3,C
5002090,-4,0
5002090,-5,0
5002090,-6,C
5002090,-7,0
5002090,-8,0
5002090,-9,C
5002090,-10,0
5002090,-11,C
5002090,-12,0
5002090,-13,0
5002090,-14,C
5002091,0,0
5002091,-1,0
5002091,-2,C
5002091,-3,C
5002091,-4,C
5002091,-5,C
5002091,-6,C
5002091,-7,1
5002091,-8,0
5002091,-9,C
5002091,-10,C
5002091,-11,X
5002091,-12,0
5002092,0,0
5002092,-1,0
5002092,-2,C
5002092,-3,C
5002092,-4,C
5002092,-5,1
5002092,-6,C
5002092,-7,C
5002092,-8,0
5002092,-9,X
5002092,-10,0
5002092,-11,X
5002092,-12,0
5002092,-13,X
5002092,-14,C
5002092,-15,0
5002092,-16,0
5002093,0,0
5002093,-1,C
5002093,-2,0
5002093,-3,2
5002093,-4,2
5002093,-5,X
5002093,-6,1
5002093,-7,0
5002093,-8,0
5002093,-9,0
5002093,-10,2
5002093,-11,0
5002093,-12,0
5002093,-13,0
5002093,-14,0
5002093,-15,C
5002093,-16,C
5002093,-17,0
5002093,-18,0
5002093,-19,C
5002093,-20,C
5002093,-21,C
5002094,0,0
5002094,-1,C
5002094,-2,0
5002094,-3,0
5002094,-4,C
5002094,-5,0
5002094,-6,C
5002094,-7,0
5002094,-8,C
5002094,-9,C
5002094,-10,C
5002094,-11,C
5002094,-12,0
5002094,-13,C
5002094,-14,0
5002094,-15,0
5002094,-16,0
5002094,-17,0
5002094,-18,0
5002095,0,3
5002095,-1,C
5002095,-2,C
5002095,-3,C
5002095,-4,3
5002095,-5,X
5002095,-6,0
5002095,-7,0
5002095,-8,0
5002095,-9,2
5002095,-10,C
5002095,-11,1
5002095,-12,X
5002095,-13,0
5002095,-14,C
5002095,-15,C
5002095,-16,0
5002095,-17,1
5002095,-18,C
5002095,-19,C
5002096,0,0
5002096,-1,0
5002096,-2,0
5002096,-3,C
5002096,-4,X
5002096,-5,0
5002096,-6,0
5002096,-7,C
5002096,-8,0
5002096,-9,C
5002096,-10,X
5002096,-11,C
5002096,-12,C
5002097,0,C
5002097,-1,C
5002097,-2,C
5002097,-3,X
5002097,-4,C
5002097,-5,C
5002097,-6,0
5002097,-7,C
5002097,-8,0
5002097,-9,C
5002097,-10,0
5002097,-11,0
5002097,-12,0
5002097,-13,C
5002097,-14,0
5002097,-15,0
5002097,-16,C
5002097,-17,C
5002097,-18,1
5002097,-19,0
5002098,0,X
5002098,-1,C
5002098,-2,C
5002098,-3,C
5002098,-4,0
5002098,-5,C
5002098,-6,0
5002098,-7,0
5002098,-8,0
5002098,-9,C
5002098,-10,C
5002098,-11,C
5002098,-12,0
5002099,0,C
5002099,-1,C
5002099,-2,0
5002099,-3,C
5002099,-4,0
5002099,-5,C
5002099,-6,X
5002099,-7,C
5002099,-8,C
5002099,-9,C
5002099,-10,C
5002099,-11,C
5002099,-12,C
5002099,-13,1
5002099,-14,X
5002099,-15,0
5002099,-16,0
5002099,-17,C
5002099,-18,0
5002100,0,C
5002100,-1,0
5002100,-2,C
5002100,-3,1
5002100,-4,C
5002100,-5,4
5002100,-6,C
5002100,-7,1
5002100,-8,C
5002100,-9,X
5002100,-10,C
5002100,-11,X
5002100,-12,C
5002100,-13,C
5002100,-14,0
5002100,-15,X
5002100,-16,0
5002100,-17,C
5002100,-18,0
5002100,-19,0
5002100,-20,C
5002100,-21,0
5002101,0,2
5002101,-1,1
5002101,-2,0
5002101,-3,C
5002101,-4,X
5002101,-5,0
5002101,-6,0
5002101,-7,C
5002101,-8,X
5002101,-9,C
5002101,-10,X
5002101,-11,0
5002101,-12,C
5002101,-13,C
5002101,-14,0
5002102,0,X
5002102,-1,0
5002102,-2,C
5002102,-3,C
5002102,-4,C
5002102,-5,1
5002102,-6,1
5002102,-7,C
5002102,-8,X
5002102,-9,C
5002102,-10,0
5002102,-11,C
5002102,-12,X
5002102,-13,C
5002102,-14,X
5002102,-15,0
5002102,-16,0
5002102,-17,C
5002102,-18,C
5002103,0,0
5002103,-1,C
5002103,-2,C
5002103,-3,C
5002103,-4,X
5002103,-5,C
5002103,-6,C
5002103,-7,C
5002103,-8,0
5002103,-9,0
5002103,-10,0
5002103,-11,C
5002103,-12,C
5002103,-13,X
5002103,-14,C
5002104,0,X
5002104,-1,C
5002104,-2,C
5002104,-3,0
5002104,-4,X
5002104,-5,X
5002104,-6,0
5002104,-7,C
5002104,-8,C
5002104,-9,C
5002104,-10,0
5002104,-11,C
5002104,-12,C
5002104,-13,0
5002104,-14,0
5002104,-15,0
5002104,-16,C
5002104,-17,0
5002104,-18,X
5002104,-19,C
5002104,-20,0
5002104,-21,0
5002104,-22,0
5002104,-23,0
5002105,0,0
5002105,-1,C
5002105,-2,C
5002105,-3,0
5002105,-4,X
5002105,-5,0
5002105,-6,C
5002105,-7,C
5002105,-8,1
5002105,-9,C
5002105,-10,C
5002105,-11,X
5002105,-12,0
5002105,-13,X
5002106,0,C
5002106,-1,0
5002106,-2,C
5002106,-3,X
5002106,-4,C
5002106,-5,C
5002106,-6,X
5002106,-7,0
5002106,-8,0
5002106,-9,0
5002106,-10,0
5002106,-11,C
5002106,-12,C
5002106,-13,1
5002106,-14,0
5002106,-15,C
5002106,-16,C
5002107,0,0
5002107,-1,0
5002107,-2,0
5002107,-3,X
5002107,-4,0
5002107,-5,1
5002107,-6,C
5002107,-7,C
5002107,-8,1
5002107,-9,C
5002107,-10,C
5002107,-11,0
5002107,-12,C
5002107,-13,X
5002107,-14,0
5002107,-15,1
5002107,-16,C
5002107,-17,C
5002107,-18,0
5002107,-19,C
5002107,-20,0
5002107,-21,X
5002107,-22,C
5002107,-23,0
5002108,0,0
5002108,-1,C
5002108,-2,C
5002108,-3,0
5002108,-4,0
5002108,-5,0
5002108,-6,X
5002108,-7,X
5002108,-8,0
5002108,-9,C
5002108,-10,X
5002108,-11,1
5002108,-12,C
5002109,0,C
5002109,-1,X
5002109,-2,X
5002109,-3,X
5002109,-4,0
5002109,-5,0
5002109,-6,X
5002109,-7,0
5002109,-8,0
5002109,-9,C
5002109,-10,C
5002109,-11,C
5002109,-12,0
5002109,-13,C
5002109,-14,C
5002109,-15,0
5002109,-16,C
5002109,-17,C
5002110,0,C
5002110,-1,C
5002110,-2,C
5002110,-3,C
5002110,-4,X
5002110,-5,C
5002110,-6,X
5002110,-7,0
5002110,-8,0
5002110,-9,C
5002110,-10,0
5002110,-11,1
5002110,-12,X
5002110,-13,0
5002110,-14,C
5002111,0,X
5002111,-1,X
5002111,-2,C
5002111,-3,C
5002111,-4,0
5002111,-5,0
5002111,-6,0
5002111,-7,1
5002111,-8,X
5002111,-9,0
5002111,-10,0
5002111,-11,2
5002111,-12,0
5002111,-13,C
5002111,-14,1
5002111,-15,1
5002111,-16,C
5002111,-17,C
5002111,-18,1
5002111,-19,0
5002111,-20,C
5002112,0,C
5002112,-1,0
5002112,-2,0
5002112,-3,0
5002112,-4,0
5002112,-5,1
5002112,-6,3
5002112,-7,C
5002112,-8,2
5002112,-9,0
5002112,-10,3
5002112,-11,1
5002112,-12,0
5002112,-13,C
5002112,-14,1
5002112,-15,C
5002112,-16,0
5002112,-17,0
5002112,-18,X
5002113,0,1
5002113,-1,X
5002113,-2,0
5002113,-3,C
5002113,-4,X
5002113,-5,X
5002113,-6,C
5002113,-7,C
5002113,-8,C
5002113,-9,C
5002113,-10,C
5002113,-11,C
5002113,-12,C
5002113,-13,1
5002113,-14,0
5002113,-15,0
5002113,-16,X
5002113,-17,C
5002113,-18,X
5002113,-19,X
5002113,-20,0
5002113,-21,0
5002113,-22,C
5002113,-23,0
5002114,0,C
5002114,-1,C
5002114,-2,0
5002114,-3,X
5002114,-4,0
5002114,-5,C
5002114,-6,1
5002114,-7,C
5002114,-8,C
5002114,-9,C
5002114,-10,C
5002114,-11,0
5002114,-12,C
5002114,-13,X
5002114,-14,1
5002114,-15,X
5002114,-16,C
5002114,-17,X
5002114,-18,C
5002114,-19,0
5002114,-20,0
5002114,-21,0
5002114,-22,X
5002114,-23,C
5002115,0,0
5002115,-1,C
5002115,-2,0
5002115,-3,C
5002115,-4,X
5002115,-5,X
5002115,-6,X
5002115,-7,C
5002115,-8,C
5002115,-9,0
5002115,-10,X
5002115,-11,C
5002116,0,0
5002116,-1,C
5002116,-2,0
5002116,-3,C
5002116,-4,C
5002116,-5,C
5002116,-6,C
5002116,-7,C
5002116,-8,C
5002116,-9,C
5002116,-10,X
5002116,-11,C
5002116,-12,C
5002116,-13,C
5002116,-14,0
5002116,-15,0
5002116,-16,0
5002116,-17,C
5002117,0,C
5002117,-1,C
5002117,-2,0
5002117,-3,0
5002117,-4,1
5002117,-5,0
5002117,-6,0
5002117,-7,X
5002117,-8,X
5002117,-9,X
5002117,-10,C
5002117,-11,C
5002117,-12,C
5002117,-13,X
5002117,-14,0
5002117,-15,C
5002117,-16,X
5002118,0,C
5002118,-1,0
5002118,-2,C
5002118,-3,C
5002118,-4,0
5002118,-5,C
5002118,-6,0
5002118,-7,C
5002118,-8,C
5002118,-9,0
5002118,-10,0
5002118,-11,C
5002118,-12,C
5002118,-13,C
5002118,-14,0
5002118,-15,C
5002118,-16,C
5002118,-17,0
5002118,-18,0
5002119,0,0
5002119,-1,C
5002119,-2,2
5002119,-3,0
5002119,-4,0
5002119,-5,0
5002119,-6,C
5002119,-7,0
5002119,-8,X
5002119,-9,C
5002119,-10,C
5002119,-11,C
5002119,-12,0
5002119,-13,C
5002119,-14,0
5002119,-15,C
5002120,0,1
5002120,-1,C
5002120,-2,C
5002120,-3,C
5002120,-4,0
5002120,-5,C
5002120,-6,X
5002120,-7,X
5002120,-8,0
5002120,-9,C
5002120,-10,C
5002120,-11,X
5002120,-12,X
5002120,-13,C
5002120,-14,0
5002120,-15,C
5002120,-16,0
5002120,-17,0
5002120,-18,C
5002120,-19,C
5002120,-20,X
5002120,-21,C
5002120,-22,0
5002121,0,1
5002121,-1,0
5002121,-2,C
5002121,-3,C
5002121,-4,0
5002121,-5,C
5002121,-6,X
5002121,-7,0
5002121,-8,0
5002121,-9,C
5002121,-10,0
5002121,-11,C
5002121,-12,X
5002121,-13,C
5002121,-14,0
5002121,-15,C
5002121,-16,X
5002121,-17,C
5002121,-18,C
5002122,0,1
5002122,-1,X
5002122,-2,C
5002122,-3,X
5002122,-4,X
5002122,-5,C
5002122,-6,C
5002122,-7,0
5002122,-8,X
5002122,-9,C
5002122,-10,C
5002122,-11,C
5002122,-12,C
5002122,-13,0
5002122,-14,X
5002122,-15,0
5002122,-16,C
5002122,-17,X
5002122,-18,0
5002122,-19,0
5002122,-20,C
5002122,-21,C
5002122,-22,C
5002123,0,C
5002123,-1,X
5002123,-2,C
5002123,-3,X
5002123,-4,C
5002123,-5,C
5002123,-6,C
5002123,-7,0
5002123,-8,0
5002123,-9,0
5002123,-10,C
5002123,-11,C
5002123,-12,0
5002123,-13,X
5002123,-14,C
5002124,0,X
5002124,-1,C
5002124,-2,C
5002124,-3,0
5002124,-4,C
5002124,-5,0
5002124,-6,C
5002124,-7,0
5002124,-8,C
5002124,-9,C
5002124,-10,X
5002124,-11,C
5002124,-12,C
5002124,-13,0
5002124,-14,0
5002124,-15,X
5002124,-16,0
5002124,-17,X
5002125,0,0
5002125,-1,C
5002125,-2,0
5002125,-3,0
5002125,-4,X
5002125,-5,C
5002125,-6,X
5002125,-7,X
5002125,-8,C
5002125,-9,C
5002125,-10,C
5002125,-11,0
5002125,-12,C
5002126,0,C
5002126,-1,C
5002126,-2,C
5002126,-3,0
5002126,-4,X
5002126,-5,C
5002126,-6,C
5002126,-7,C
5002126,-8,C
5002126,-9,C
5002126,-10,0
5002126,-11,0
5002126,-12,0
5002126,-13,C
5002126,-14,0
5002126,-15,0
5002126,-16,X
5002126,-17,C
5002126,-18,X
5002126,-19,X
5002126,-20,C
5002126,-21,C
5002126,-22,X
5002126,-23,C
5002127,0,C
5002127,-1,C
5002127,-2,C
5002127,-3,C
5002127,-4,C
5002127,-5,C
5002127,-6,0
5002127,-7,C
5002127,-8,0
5002127,-9,C
5002127,-10,C
5002127,-11,1
5002127,-12,1
5002127,-13,C
5002127,-14,C
5002127,-15,C
5002127,-16,C
5002127,-17,1
5002127,-18,C
5002127,-19,C
5002127,-20,1
5002127,-21,X
5002127,-22,0
5002128,0,C
5002128,-1,0
5002128,-2,0
5002128,-3,C
5002128,-4,0
5002128,-5,C
5002128,-6,0
5002128,-7,C
5002128,-8,0
5002128,-9,X
5002128,-10,X
5002128,-11,0
5002128,-12,C
5002128,-13,C
5002128,-14,0
5002128,-15,C
5002128,-16,X
5002129,0,C
5002129,-1,X
5002129,-2,C
5002129,-3,0
5002129,-4,X
5002129,-5,X
5002129,-6,C
5002129,-7,C
5002129,-8,0
5002129,-9,0
5002129,-10,0
5002129,-11,0
5002129,-12,0
5002129,-13,C
5002129,-14,C
5002129,-15,0
5002129,-16,0
5002130,0,C
5002130,-1,0
5002130,-2,C
5002130,-3,X
5002130,-4,X
5002130,-5,X
5002130,-6,C
5002130,-7,C
5002130,-8,C
5002130,-9,0
5002130,-10,0
5002130,-11,C
5002130,-12,C
5002130,-13,X
5002130,-14,1
5002130,-15,1
5002130,-16,0
5002130,-17,C
5002130,-18,C
5002130,-19,C
5002130,-20,C
5002130,-21,1
5002130,-22,X
5002131,0,C
5002131,-1,1
5002131,-2,C
5002131,-3,1
5002131,-4,2
5002131,-5,0
5002131,-6,2
5002131,-7,C
5002131,-8,C
5002131,-9,0
5002131,-10,C
5002131,-11,C
5002131,-12,X
5002131,-13,C
5002131,-14,2
5002131,-15,C
5002131,-16,C
5002132,0,X
5002132,-1,C
5002132,-2,0
5002132,-3,C
5002132,-4,0
5002132,-5,0
5002132,-6,C
5002132,-7,0
5002132,-8,C
5002132,-9,C
5002132,-10,0
5002132,-11,0
5002132,-12,0
5002132,-13,X
5002132,-14,0
5002132,-15,X
5002132,-16,X
5002132,-17,0
5002133,0,C
5002133,-1,C
5002133,-2,X
5002133,-3,0
5002133,-4,C
5002133,-5,C
5002133,-6,C
5002133,-7,X
5002133,-8,X
5002133,-9,C
5002133,-10,1
5002133,-11,0
5002133,-12,C
5002133,-13,C
5002133,-14,C
5002133,-15,0
5002134,0,C
5002134,-1,C
5002134,-2,C
5002134,-3,0
5002134,-4,C
5002134,-5,0
5002134,-6,0
5002134,-7,0
5002134,-8,C
5002134,-9,X
5002134,-10,C
5002134,-11,0
5002134,-12,C
5002135,0,C
5002135,-1,X
5002135,-2,C
5002135,-3,0
5002135,-4,X
5002135,-5,C
5002135,-6,1
5002135,-7,0
5002135,-8,0
5002135,-9,X
5002135,-10,C
5002135,-11,0
5002135,-12,0
5002135,-13,0
5002135,-14,C
5002135,-15,0
5002135,-16,C
5002135,-17,C
5002135,-18,C
5002135,-19,C
5002135,-20,C
5002135,-21,1
5002136,0,X
5002136,-1,0
5002136,-2,0
5002136,-3,0
5002136,-4,C
5002136,-5,C
5002136,-6,C
5002136,-7,C
5002136,-8,0
5002136,-9,C
5002136,-10,0
5002136,-11,0
5002136,-12,0
5002136,-13,0
5002137,0,1
5002137,-1,0
5002137,-2,X
5002137,-3,X
5002137,-4,1
5002137,-5,X
5002137,-6,C
5002137,-7,0
5002137,-8,X
5002137,-9,C
5002137,-10,0
5002137,-11,C
5002137,-12,0
5002137,-13,C
5002137,-14,0
5002137,-15,0
5002137,-16,1
5002137,-17,C
5002137,-18,C
5002137,-19,C
5002137,-20,C
5002137,-21,1
5002137,-22,X
5002137,-23,C
5002138,0,C
5002138,-1,C
5002138,-2,0
5002138,-3,C
5002138,-4,X
5002138,-5,C
5002138,-6,C
5002138,-7,0
5002138,-8,C
5002138,-9,X
5002138,-10,0
5002138,-11,X
5002139,0,C
5002139,-1,1
5002139,-2,0
5002139,-3,0
5002139,-4,2
5002139,-5,C
5002139,-6,3
5002139,-7,0
5002139,-8,C
5002139,-9,C
5002139,-10,C
5002139,-11,0
5002139,-12,0
5002139,-13,C
5002139,-14,C
5002139,-15,C
5002139,-16,C
5002139,-17,0
5002139,-18,0
5002139,-19,C
5002139,-20,0
5002140,0,C
5002140,-1,C
5002140,-2,C
5002140,-3,C
5002140,-4,C
5002140,-5,C
5002140,-6,0
5002140,-7,C
5002140,-8,C
5002140,-9,X
5002140,-10,0
5002140,-11,C
5002140,-12,C
5002140,-13,C
5002141,0,0
5002141,-1,C
5002141,-2,0
5002141,-3,C
5002141,-4,C
5002141,-5,C
5002141,-6,0
5002141,-7,C
5002141,-8,X
5002141,-9,0
5002141,-10,C
5002141,-11,C
5002141,-12,0
5002141,-13,C
5002141,-14,0
5002141,-15,X
5002141,-16,C
5002141,-17,C
5002141,-18,C
5002142,0,0
5002142,-1,X
5002142,-2,0
5002142,-3,C
5002142,-4,0
5002142,-5,2
5002142,-6,0
5002142,-7,C
5002142,-8,0
5002142,-9,C
5002142,-10,1
5002142,-11,C
5002142,-12,4
5002142,-13,C
5002142,-14,X
5002142,-15,C
5002142,-16,C
5002142,-17,C
5002142,-18,C
5002142,-19,2
5002142,-20,C
5002142,-21,C
5002142,-22,0
5002143,0,C
5002143,-1,0
5002143,-2,0
5002143,-3,C
5002143,-4,0
5002143,-5,0
5002143,-6,X
5002143,-7,0
5002143,-8,1
5002143,-9,C
5002143,-10,0
5002143,-11,0
5002143,-12,C
5002143,-13,C
5002143,-14,0
5002143,-15,C
5002143,-16,1
5002143,-17,C
5002143,-18,C
5002143,-19,C
5002143,-20,C
5002143,-21,0
5002144,0,C
5002144,-1,0
5002144,-2,C
5002144,-3,C
5002144,-4,C
5002144,-5,0
5002144,-6,0
5002144,-7,0
5002144,-8,C
5002144,-9,C
5002144,-10,C
5002144,-11,C
5002144,-12,0
5002144,-13,0
5002144,-14,X
5002144,-15,C
5002144,-16,C
5002144,-17,C
5002144,-18,C
5002145,0,C
5002145,-1,C
5002145,-2,0
5002145,-3,C
5002145,-4,C
5002145,-5,C
5002145,-6,C
5002145,-7,C
5002145,-8,C
5002145,-9,0
5002145,-10,X
5002145,-11,X
5002145,-12,0
5002145,-13,C
5002145,-14,C
5002145,-15,C
5002145,-16,C
5002145,-17,X
5002146,0,0
5002146,-1,1
5002146,-2,0
5002146,-3,1
5002146,-4,C
5002146,-5,0
5002146,-6,C
5002146,-7,C
5002146,-8,0
5002146,-9,C
5002146,-10,C
5002146,-11,X
5002146,-12,0
5002146,-13,C
5002146,-14,X
5002146,-15,0
5002146,-16,0
5002146,-17,0
5002146,-18,C
5002146,-19,C
5002147,0,0
5002147,-1,0
5002147,-2,0
5002147,-3,1
5002147,-4,C
5002147,-5,0
5002147,-6,3
5002147,-7,0
5002147,-8,0
5002147,-9,C
5002147,-10,3
5002147,-11,C
5002147,-12,0
5002147,-13,X
5002147,-14,0
5002147,-15,3
5002148,0,X
5002148,-1,0
5002148,-2,X
5002148,-3,C
5002148,-4,X
5002148,-5,C
5002148,-6,C
5002148,-7,C
5002148,-8,0
5002148,-9,X
5002148,-10,C
5002148,-11,0
5002148,-12,0
5002148,-13,C
5002148,-14,C
5002148,-15,0
5002148,-16,X
5002148,-17,X
5002148,-18,1
5002148,-19,0
5002149,0,C
5002149,-1,X
5002149,-2,C
5002149,-3,C
5002149,-4,X
5002149,-5,C
5002149,-6,C
5002149,-7,0
5002149,-8,C
5002149,-9,X
5002149,-10,0
5002149,-11,X
5002149,-12,X
5002149,-13,0
5002149,-14,C
5002149,-15,C
5002149,-16,0
5002149,-17,1
5002149,-18,C
5002149,-19,1
5002149,-20,C
5002150,0,0
5002150,-1,C
5002150,-2,C
5002150,-3,0
5002150,-4,C
5002150,-5,C
5002150,-6,0
5002150,-7,0
5002150,-8,X
5002150,-9,C
5002150,-10,C
5002150,-11,C
5002150,-12,0
5002150,-13,0
5002150,-14,C
5002150,-15,C
5002150,-16,X
5002150,-17,X
5002151,0,0
5002151,-1,0
5002151,-2,0
5002151,-3,C
5002151,-4,0
5002151,-5,0
5002151,-6,0
5002151,-7,0
5002151,-8,0
5002151,-9,C
5002151,-10,0
5002151,-11,0
5002151,-12,0
5002151,-13,C
5002152,0,C
5002152,-1,0
5002152,-2,X
5002152,-3,C
5002152,-4,C
5002152,-5,C
5002152,-6,0
5002152,-7,X
5002152,-8,C
5002152,-9,0
5002152,-10,C
5002152,-11,0
5002152,-12,C
5002152,-13,C
5002152,-14,C
5002152,-15,C
5002152,-16,X
5002152,-17,C
5002152,-18,C
5002153,0,C
5002153,-1,C
5002153,-2,C
5002153,-3,X
5002153,-4,1
5002153,-5,C
5002153,-6,0
5002153,-7,C
5002153,-8,C
5002153,-9,C
5002153,-10,C
5002153,-11,C
5002153,-12,C
5002153,-13,X
5002153,-14,X
5002153,-15,0
5002153,-16,C
5002153,-17,C
5002153,-18,0
5002153,-19,0
5002153,-20,0
5002154,0,1
5002154,-1,C
5002154,-2,C
5002154,-3,C
5002154,-4,0
5002154,-5,0
5002154,-6,C
5002154,-7,1
5002154,-8,C
5002154,-9,0
5002154,-10,0
5002154,-11,C
5002154,-12,2
5002154,-13,0
5002155,0,0
5002155,-1,C
5002155,-2,X
5002155,-3,C
5002155,-4,C
5002155,-5,0
5002155,-6,C
5002155,-7,C
5002155,-8,1
5002155,-9,C
5002155,-10,C
5002155,-11,C
5002155,-12,C
5002156,0,C
5002156,-1,X
5002156,-2,1
5002156,-3,C
5002156,-4,X
5002156,-5,0
5002156,-6,C
5002156,-7,C
5002156,-8,C
5002156,-9,0
5002156,-10,0
5002156,-11,X
5002156,-12,C
5002156,-13,0
5002156,-14,C
5002156,-15,0
5002156,-16,1
5002156,-17,C
5002156,-18,C
5002156,-19,0
5002157,0,C
5002157,-1,0
5002157,-2,C
5002157,-3,4
5002157,-4,2
5002157,-5,0
5002157,-6,1
5002157,-7,C
5002157,-8,0
5002157,-9,0
5002157,-10,C
5002157,-11,X
5002157,-12,1
5002158,0,C
5002158,-1,C
5002158,-2,C
5002158,-3,X
5002158,-4,C
5002158,-5,C
5002158,-6,C
5002158,-7,0
5002158,-8,0
5002158,-9,C
5002158,-10,X
5002158,-11,C
5002158,-12,C
5002158,-13,C
5002158,-14,0
5002158,-15,0
5002158,-16,X
5002158,-17,C
5002158,-18,C
5002158,-19,C
5002158,-20,C
5002158,-21,X
5002158,-22,C
5002158,-23,0
5002159,0,X
5002159,-1,0
5002159,-2,0
5002159,-3,0
5002159,-4,X
5002159,-5,0
5002159,-6,0
5002159,-7,C
5002159,-8,0
5002159,-9,X
5002159,-10,C
5002159,-11,0
5002159,-12,C
5002160,0,C
5002160,-1,0
5002160,-2,3
5002160,-3,3
5002160,-4,C
5002160,-5,0
5002160,-6,C
5002160,-7,3
5002160,-8,C
5002160,-9,1
5002160,-10,0
5002160,-11,0
5002160,-12,C
5002160,-13,0
5002161,0,C
5002161,-1,X
5002161,-2,X
5002161,-3,0
5002161,-4,C
5002161,-5,1
5002161,-6,2
5002161,-7,C
5002161,-8,0
5002161,-9,C
5002161,-10,0
5002161,-11,0
5002161,-12,C
5002161,-13,0
5002161,-14,0
5002161,-15,C
5002161,-16,C
5002161,-17,0
5002161,-18,2
5002162,0,C
5002162,-1,C
5002162,-2,C
5002162,-3,C
5002162,-4,C
5002162,-5,C
5002162,-6,0
5002162,-7,X
5002162,-8,0
5002162,-9,0
5002162,-10,C
5002162,-11,C
5002163,0,0
5002163,-1,X
5002163,-2,0
5002163,-3,X
5002163,-4,C
5002163,-5,0
5002163,-6,C
5002163,-7,0
5002163,-8,0
5002163,-9,C
5002163,-10,1
5002163,-11,C
5002163,-12,C
5002163,-13,0
5002163,-14,0
5002164,0,C
5002164,-1,C
5002164,-2,X
5002164,-3,C
5002164,-4,C
5002164,-5,0
5002164,-6,C
5002164,-7,C
5002164,-8,C
5002164,-9,C
5002164,-10,C
5002164,-11,C
5002164,-12,0
5002164,-13,0
5002164,-14,0
5002164,-15,0
5002165,0,X
5002165,-1,C
5002165,-2,C
5002165,-3,0
5002165,-4,X
5002165,-5,C
5002165,-6,C
5002165,-7,C
5002165,-8,C
5002165,-9,0
5002165,-10,C
5002165,-11,C
5002165,-12,1
5002165,-13,0
5002165,-14,X
5002166,0,C
5002166,-1,X
5002166,-2,C
5002166,-3,C
5002166,-4,X
5002166,-5,0
5002166,-6,0
5002166,-7,C
5002166,-8,0
5002166,-9,0
5002166,-10,0
5002166,-11,0
5002166,-12,C
5002166,-13,C
5002166,-14,1
5002166,-15,0
5002166,-16,0
5002166,-17,0
5002166,-18,C
5002166,-19,C
5002166,-20,C
5002166,-21,0
5002166,-22,C
5002167,0,0
5002167,-1,C
5002167,-2,0
5002167,-3,C
5002167,-4,0
5002167,-5,C
5002167,-6,0
5002167,-7,X
5002167,-8,0
5002167,-9,C
5002167,-10,0
5002167,-11,0
5002167,-12,0
5002167,-13,C
5002167,-14,C
5002167,-15,0
5002168,0,C
5002168,-1,0
5002168,-2,C
5002168,-3,X
5002168,-4,C
5002168,-5,0
5002168,-6,0
5002168,-7,C
5002168,-8,C
5002168,-9,0
5002168,-10,0
5002168,-11,X
5002168,-12,C
5002168,-13,0
5002169,0,C
5002169,-1,C
5002169,-2,1
5002169,-3,C
5002169,-4,0
5002169,-5,C
5002169,-6,C
5002169,-7,0
5002169,-8,0
5002169,-9,0
5002169,-10,0
5002169,-11,X
5002169,-12,C
5002169,-13,0
5002169,-14,X
5002169,-15,C
5002169,-16,C
5002170,0,0
5002170,-1,C
5002170,-2,1
5002170,-3,X
5002170,-4,C
5002170,-5,C
5002170,-6,0
5002170,-7,0
5002170,-8,C
5002170,-9,C
5002170,-10,C
